INFO 2025-12-16 10:44:33,177 autoreload 19056 20440 Watching for file changes with StatReloader
DEBUG 2025-12-16 10:44:34,020 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\unittest\case.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,022 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\argparse.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,022 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\urls\exceptions.py first seen with mtime 1764595421.2249625
DEBUG 2025-12-16 10:44:34,023 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\nturl2path.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,023 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\servers\__init__.py first seen with mtime 1764595420.284412
DEBUG 2025-12-16 10:44:34,024 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\_pipeline_base.py first seen with mtime 1765007461.1026635
DEBUG 2025-12-16 10:44:34,024 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\Hospital_Project\Hospital_Project\settings.py first seen with mtime 1765862070.3699937
DEBUG 2025-12-16 10:44:34,025 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\types.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,025 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\Hospital_Project\users\__init__.py first seen with mtime 1765557495.918896
DEBUG 2025-12-16 10:44:34,026 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\os.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,026 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\files\locks.py first seen with mtime 1764595420.1833265
DEBUG 2025-12-16 10:44:34,026 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\tokenize.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,027 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\management\color.py first seen with mtime 1764595420.234411
DEBUG 2025-12-16 10:44:34,027 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\contenttypes\models.py first seen with mtime 1764595414.9419866
DEBUG 2025-12-16 10:44:34,028 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\http\cookies.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,028 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\connection_async.py first seen with mtime 1765007461.138563
DEBUG 2025-12-16 10:44:34,029 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\types\net.py first seen with mtime 1765007461.2153332
DEBUG 2025-12-16 10:44:34,030 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\apps\registry.py first seen with mtime 1764595409.1525865
DEBUG 2025-12-16 10:44:34,031 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\email\mime\nonmultipart.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,031 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\views\defaults.py first seen with mtime 1764595421.3968418
DEBUG 2025-12-16 10:44:34,031 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\csv.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,032 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\mail\__init__.py first seen with mtime 1764595420.2164102
DEBUG 2025-12-16 10:44:34,054 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\http\response.py first seen with mtime 1764595420.915604
DEBUG 2025-12-16 10:44:34,066 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\admin\apps.py first seen with mtime 1764595410.476769
DEBUG 2025-12-16 10:44:34,075 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\dates.py first seen with mtime 1764595421.298271
DEBUG 2025-12-16 10:44:34,076 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\handlers\asgi.py first seen with mtime 1764595420.211416
DEBUG 2025-12-16 10:44:34,077 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\urllib\__init__.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,077 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\contextvars.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,078 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\_copy_base.py first seen with mtime 1765007461.0883768
DEBUG 2025-12-16 10:44:34,078 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\log.py first seen with mtime 1764595421.3658392
DEBUG 2025-12-16 10:44:34,083 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\asgiref\__init__.py first seen with mtime 1764595408.781061
DEBUG 2025-12-16 10:44:34,084 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\admin\options.py first seen with mtime 1764595410.4937694
DEBUG 2025-12-16 10:44:34,084 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\email\message.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,085 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\models\fields\proxy.py first seen with mtime 1764595420.445391
DEBUG 2025-12-16 10:44:34,085 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\models\expressions.py first seen with mtime 1764595420.4233923
DEBUG 2025-12-16 10:44:34,085 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\__init__.py first seen with mtime 1764595420.110905
DEBUG 2025-12-16 10:44:34,086 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\views\debug.py first seen with mtime 1764595421.395838
DEBUG 2025-12-16 10:44:34,086 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework\utils\timezone.py first seen with mtime 1765024432.7205439
DEBUG 2025-12-16 10:44:34,086 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\DLLs\_queue.pyd first seen with mtime 1633354960.0
DEBUG 2025-12-16 10:44:34,086 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\dispatch\__init__.py first seen with mtime 1764595420.5241096
DEBUG 2025-12-16 10:44:34,087 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\middleware\cache.py first seen with mtime 1764595420.930601
DEBUG 2025-12-16 10:44:34,087 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\sqlparse\filters\right_margin.py first seen with mtime 1764595407.8074048
DEBUG 2025-12-16 10:44:34,088 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\xml\dom\__init__.py first seen with mtime 1633354926.0
DEBUG 2025-12-16 10:44:34,088 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\template\base.py first seen with mtime 1764595420.9636028
DEBUG 2025-12-16 10:44:34,088 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework\utils\humanize_datetime.py first seen with mtime 1765024432.7128825
DEBUG 2025-12-16 10:44:34,088 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework\utils\urls.py first seen with mtime 1765024432.721541
DEBUG 2025-12-16 10:44:34,089 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\adapt.py first seen with mtime 1765007461.133113
DEBUG 2025-12-16 10:44:34,089 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\sqlparse\filters\others.py first seen with mtime 1764595407.8024063
DEBUG 2025-12-16 10:44:34,090 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework\views.py first seen with mtime 1765024432.0555334
DEBUG 2025-12-16 10:44:34,090 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\translation\reloader.py first seen with mtime 1764595421.3868406
DEBUG 2025-12-16 10:44:34,090 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework_simplejwt\token_blacklist\apps.py first seen with mtime 1765030487.902223
DEBUG 2025-12-16 10:44:34,091 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg_binary\version.py first seen with mtime 1765007460.8505015
DEBUG 2025-12-16 10:44:34,091 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\wsgi.py first seen with mtime 1764595420.1312945
DEBUG 2025-12-16 10:44:34,091 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\sessions\middleware.py first seen with mtime 1764595419.1703277
DEBUG 2025-12-16 10:44:34,092 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\asyncio\threads.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,092 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\admin\checks.py first seen with mtime 1764595410.4787674
DEBUG 2025-12-16 10:44:34,092 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\staticfiles\utils.py first seen with mtime 1764595420.096402
DEBUG 2025-12-16 10:44:34,093 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework\utils\model_meta.py first seen with mtime 1765024432.7165434
DEBUG 2025-12-16 10:44:34,093 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\transaction.py first seen with mtime 1764595420.2884123
DEBUG 2025-12-16 10:44:34,093 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\pq\misc.py first seen with mtime 1765007461.1928153
DEBUG 2025-12-16 10:44:34,093 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\translation\__init__.py first seen with mtime 1764595421.3858647
DEBUG 2025-12-16 10:44:34,094 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\copy.py first seen with mtime 1765007461.1420379
DEBUG 2025-12-16 10:44:34,094 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\sqlparse\engine\statement_splitter.py first seen with mtime 1764595407.7944057
DEBUG 2025-12-16 10:44:34,095 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\threading.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,095 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\__init__.py first seen with mtime 1764595421.241659
DEBUG 2025-12-16 10:44:34,095 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\types\json.py first seen with mtime 1765007461.211989
DEBUG 2025-12-16 10:44:34,097 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\forms\utils.py first seen with mtime 1764595420.5706854
DEBUG 2025-12-16 10:44:34,098 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\conninfo.py first seen with mtime 1765007461.1400087
DEBUG 2025-12-16 10:44:34,098 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\string.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,100 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\asyncio\transports.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,101 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\serializers\base.py first seen with mtime 1764595420.27543
DEBUG 2025-12-16 10:44:34,101 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\asyncio\tasks.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,102 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\pickle.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,102 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\_conninfo_attempts.py first seen with mtime 1765007461.0789137
DEBUG 2025-12-16 10:44:34,102 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\postgres\search.py first seen with mtime 1764595417.7318354
DEBUG 2025-12-16 10:44:34,102 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\textwrap.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,103 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\Hospital_Project\admin_module\apps.py first seen with mtime 1765557638.7094145
DEBUG 2025-12-16 10:44:34,103 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\_conninfo_utils.py first seen with mtime 1765007461.081911
DEBUG 2025-12-16 10:44:34,103 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\core\checks\caches.py first seen with mtime 1764595420.1513064
DEBUG 2025-12-16 10:44:34,104 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\asyncio\streams.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,104 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\sqlparse\engine\filter_stack.py first seen with mtime 1764595407.7904065
DEBUG 2025-12-16 10:44:34,104 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\stat.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,105 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\types\multirange.py first seen with mtime 1765007461.2131937
DEBUG 2025-12-16 10:44:34,105 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\db\models\base.py first seen with mtime 1764595420.4163904
DEBUG 2025-12-16 10:44:34,106 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\admindocs\utils.py first seen with mtime 1764595413.4822218
DEBUG 2025-12-16 10:44:34,106 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\middleware\csrf.py first seen with mtime 1764595420.9426043
DEBUG 2025-12-16 10:44:34,106 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\urls\resolvers.py first seen with mtime 1764595421.2396765
DEBUG 2025-12-16 10:44:34,107 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\urls\utils.py first seen with mtime 1764595421.2406597
DEBUG 2025-12-16 10:44:34,107 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\template\loaders\__init__.py first seen with mtime 1764595421.076139
DEBUG 2025-12-16 10:44:34,107 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\contrib\admin\__init__.py first seen with mtime 1764595410.4737694
DEBUG 2025-12-16 10:44:34,108 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework\templatetags\rest_framework.py first seen with mtime 1765024432.7022407
DEBUG 2025-12-16 10:44:34,108 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\types\numeric.py first seen with mtime 1765007461.2184744
DEBUG 2025-12-16 10:44:34,108 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\corsheaders\apps.py first seen with mtime 1765100810.8210819
DEBUG 2025-12-16 10:44:34,109 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\rest_framework\mixins.py first seen with mtime 1765024432.0237188
DEBUG 2025-12-16 10:44:34,109 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\DLLs\_zoneinfo.pyd first seen with mtime 1633354960.0
DEBUG 2025-12-16 10:44:34,109 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\logging\__init__.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,110 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\django\utils\dateparse.py first seen with mtime 1764595421.2972665
DEBUG 2025-12-16 10:44:34,110 autoreload 19056 20440 File C:\Users\amans\AppData\Local\Programs\Python\Python310\Lib\email\quoprimime.py first seen with mtime 1633354924.0
DEBUG 2025-12-16 10:44:34,110 autoreload 19056 20440 File C:\Users\amans\Desktop\HMS\Backend\venv\Lib\site-packages\psycopg\_typemod.py first seen with mtime 1765007461.1259663
